runtime,in01,in02,in03,in04
4872,38.7,82.69,12.69,75.4
953,38.7,82.69,12.69,75.37
2665,37,90,0,120
1152,26,55,0,25
1765,38.5,82.69,12.69,75.9
7686,38.053,-93.1,0,89.69
3461,37.8,150,0,-115.3
6989,38.7,42,0,9
4385,38.03,90,0,99.2
3485,38.4,66.4,0,56.55
1457,38.7,82.69,13.19,84.1
3288,38,60,0,25
29452,30,90,0,90
6900,38.1,70,0,59.7
1898,38,82.69,12.69,70.7
5681,38.7,82.69,12.69,84.1
2297,28,90,0,95
3933,39,65.25,0,55
2926,37.5,-122,0,50
15970,30,0,90,0
1992,39,90,0,65
5276,38.7,82.69,12.69,84.1
4466,38.061,-90,0,92
6420,37.71,15,15,-41.7
2164,38.9,60,0,60
5806,37.7,80,0,70
15964,38.75,82.69,12.69,84.1
5493,39,67.5,0,55
3450,38.7,82.69,12.69,75.9
2254,38,-90,0,92
996,38.7,82.69,12.69,76.5
3075,39,-150,179.99,179.46
12669,38,85,12.69,84.1
3100,38.7,82.69,12.69,78
2138,38.05,-90,0,93
16526,38,0,0,80
2110,38.7,70,0,4
3454,38.7,122,0,7
5345,28,90,0,40
2433,35.2,-65,0,-120
6998,37.7,120,12.69,70
10219,38.7,-45,25,36
2328,38.38,90,0,102.1
5307,38.7,0,0,100
2413,38,90,0,102.1
3459,38.7,84,88,-67
477,38.05,85,90,35.5
8512,38.1,90,0,101.9
2283,38.5,70,0,55
2926,39,65,0,-40
647,35,0,0,-60
4281,38.5,143,74,134.5
8221,38.05,82.69,12.69,73
2610,38.7,0,0,-33
81,20,0,0,10
8168,38.5,70,0,63
6741,10,90,12.69,84.1
1272,38.7,0,20,50
17423,38.4,90,10,92.1
721,38.055,-94.7,0,90
26803,37.9,-79,-50,-145.3
2941,38.7,67,25,52.5
17843,38,-90,0,150
13823,38.7,89.9,19.9,83
10959,38.2,90,12.69,84.1
1466,38.7,82.73,12.69,75.4
2068,38.7,90,0,0
4212,37.8,-15,0,-63
26734,25,0,80,135
3927,38.7,75,12.69,84.1
1363,37.7,40,12.69,2
12754,38,85,12.69,77
2337,38.1,-120,0,64
537,38.3,82.69,12.69,74.5
912,38.7,82.69,12.69,77
1005,30,82.69,12.69,84.1
985,35,90,0,-20
4816,38.7,90,12.69,88
4308,37.8,0,0,-54.7
1103,37.8,0,0,-45
2692,38.7,82.69,12.69,71
10629,39,50,0,30
2203,39,0,0,-31.8
983,38.7,82.69,12.69,81.11
747,38.7,82.69,12.69,76
776,37.8,-40,0,-120
1149,38.7,82.69,12.69,87
715,38.1,82.69,12.69,72.81
1271,30,90,150,180
949,38,13,30,-89.3
4441,37.8,80,12.69,74.5
648,37.99,45.1,0,19
1312,37.69,0,0,-56.24
3572,38.7,85.05,13.69,78.5
13135,38.7,45,12.69,22.5
1229,37.8,0,0,-47
6910,37.8,-16,0,-68
6180,38,90,90,43
11420,38.054,-94.6,0,89.9
784,25,45,0,19
3844,38.7,88,12.69,84.1
697,37.99,45,0,18.99
4851,37.8,0.5,1,48.5
3714,38,90,0,42.81
1843,37.5,30,0,2
1030,37.75,0,0,-50.9
1346,37.8,30,0,-5.2
2356,38.1,-120,0,60.5
1386,38,-67.31,12.69,130
886,38.2,22.69,12.69,-16
5529,38,70,0,59.35
1282,27.92,62.9,0,18.96
3106,39,0,0,-32.5
3721,39,-150.02,179.98,179.49
17418,38.7,89.89,19.89,82.33
1234,38.5,90,0,95.101
2575,25,82.69,12.69,20
3152,37,15,0,0
7539,38,60,0,42.4
1191,38,90,0,40
7289,39,60,12.69,84.1
1859,38.7,83,12.6,83
810,37.81,-120,0,60
8213,38.1,82.69,12.69,72.81
2588,38.18,70,0,61.5
920,39,45,45,18
1390,35,11,0,25
1004,37.8,-40,0,-138.9
18827,38.1,108.89,38.89,97.7
2193,38.5,90,0,106.453
971,37.5,90,0,120
576,37.5,0,0,-56.5
3900,38.7,90,90,41
1557,37.69,61,81,-13
4412,38,85,0,100
1000,37.9,80,10,66
2819,37.8,0,0,-49.4
8769,38,40,0,15
1555,39,90,0,101.6
2019,12,-20,-90,0
1067,38.5,-40,0,-102.1
1982,37,49,0,25.3
5864,38,80.8,12.69,67
4317,38.7,82.69,12.69,77
2122,38,60,0,41.5
6419,38,80,17.5,75
703,37.7,0,0,-56.4
3763,38.4,66.4,0,56.51
10818,26.89,90,0,93
2338,38.5,-60,0,-142
2511,38.7,90,0,100
27,30,180,0,85
3293,38.7,80,8,85
7331,38,-80,-50,-120
3926,38,0,0,-40
1429,38.4,88,12.3,86
1310,38.7,82.69,12.69,71.1
2394,38.3,90,0,95
10243,38.7,82.69,12.69,77.5
1488,38.68,85,0,99.8
1429,38.1,82.69,12.69,72.86
2882,38.3,82.69,12.69,72.81
6869,37.9,82.69,7.5,79.5
1679,38,82.5,12.6,72.2
5865,38.7,82.69,12.69,84.1
3679,36.2,100,0,0
8165,38.7,82.69,12.69,84.1
5945,36,-45,-90,-30
9372,34,80,0,80
10004,38.7,80,0,60
1459,37.8,0,0,-50
2255,38,82.5,12.5,72.3
8759,38.7,45,12.69,20.5
4789,39,90,0,90
7290,33,45,12.69,25
7603,37.5,-132,0,50
731,29,0,90,94
832,39,30,0,120
737,38.05,60,0,49
3651,37.9,45,0,18.95
2122,38.5,15,0,15
5257,38.7,82.69,12.69,77.5
2153,38.058,-90,0,101.9558753
1242,38.5,82.69,12.69,75.5
1270,37.55,0,0,-61.5
626,39,87.69,12.69,84.1
624,39,90,0,101.1
2217,38.4,90,0,100.7
639,35,8,0,23
1381,39,59.9,0,47.3
834,37.5,0,0,-56
811,37.6,0,0,-55.5
1247,37.75,30,0,-7
10199,38.7,82.69,12.69,82
446,38,0,0,-44
3341,24,82.69,12.69,84.1
4381,38.7,30,56,70
4054,38,-70,0,160
1378,38.1,-120,0,56.85
368,35,0,0,5
8351,38.7,82.69,12.69,75.3
31114,37.85,82.69,12.69,84.1
5302,38.7,40,12.69,84.1
7916,38.5,75,0,90
6940,38.23,90,0,99.81
1003,39,75,0,85
8436,37.5,-135,0,50
3685,39,82.69,45,0
4168,39,90,0,100.6
4322,38,82.69,12.69,80
1035,37.5,90,0,100.5
2476,38,45,0,21
750,38,45,0,19
10746,39,51,0,30
2868,38.7,89.5,-0.2,100
11054,25,-130,12.69,84.1
1311,38.1,40,0,10
3437,38.05,-3,90,-179.8
1202,38.7,82.69,12.69,75.6
2541,38,0,0,-45.5
565,38.7,82.69,12.69,75.43
2664,38,45,0,30
2817,39,180,85,180
4032,38.45,90,0,102
6023,38.7,60,-9.98,53.69
1743,38.7,82.69,12.69,64.1
883,38,82.69,12.69,67.8
1069,39,-35,0,-87.5
5939,38.23,90,0,99.69
3503,35,48,0,86
2688,37.6,0,0,-63.5
3589,29,82.69,12.69,84.1
3985,39,-90,0,120
4723,38.7,90,12.69,86
8602,38.5,45,0,60
9514,39,26.4,0,0
23961,38.7,-82.69,35,67
2233,39,71,0,71
4869,38,82,12,69.7
2214,38.16,74.7,0,70
5090,26,90,0,50
2059,38,82.69,12.69,70.6
1263,39,115,0,90
917,38.6,90,0,101.8
2426,39,-180,-180,60
31327,38.1,87,12.69,88.5
2288,38.3,80,0,81.6
5392,38.3,90,0,95
2207,38.7,0,0,-30
914,38,82.69,12.69,66.6
8959,38,76,20.3,70
1293,37.6,0,0,-60
4853,37.8,0,0,-49.2
4242,37.8,-15,0,-65
3991,38.7,82.69,12.69,84.1
823,37.8,-38,0,-132
5398,37.7,45,0,18.9
783,38.7,82.69,12.69,60
772,37.8,-40,0,-135
16526,38.05,82.69,0,85
2373,38.05,62,0,55
4159,30,90,0,55
2359,38.1,-120,0,56
4664,37,86,20,45
12025,37.9,45,12.69,0.25
1965,39,70,0,80
1831,37.9,50,0,0
875,38.7,70,0,150
2257,38,45,0,19
4286,37.7,0,0,90
881,38.7,82.69,12.69,75
2051,37.5,66,0,56.5
8434,35.7,87.69,11.69,84.1
10389,38.7,60,12.69,84.1
3183,38.7,74,0,70.16
23973,39,110,12.69,110
5082,38.5,90,0,102.122
645,38.7,60,-10,53.78
2711,39,100,25,95
1347,38.5,90,0,92.1657737
1726,38.7,82.69,12.69,84.1
2919,38.7,82.69,12.69,84.1
1004,37.75,0,0,-50.5
31,38.7,180,5,150
10154,38.09,-119.9,0,56.72
6864,37.7,0,0,54.2
1274,38.4,66.4,0,56.36
856,38.7,82.69,12.69,45
1067,38.5,0,0,-48
1139,37.9,0,0,-46.24
127,19.55,39.15,45.98,76.45
2949,38.03,90,0,97.8
2031,38.7,82.69,17,73.5
754,38.7,90,18,90
7031,38.7,-45,25,73
2648,28,-135,135,-116.4
5186,39,90,0,101.5
993,20,130,12.69,84.1
1245,38.5,47.69,12.69,24
227,39,60,0,47.2
1879,30,88,10,86
4000,38.05,-90,0,92.1
1588,38.38,90,0,102.3
6999,38.7,-45,25,-129
11852,38,70,0,59.5
1112,26,85,0,25
1035,38,82.69,12.69,81
5868,35,48,0,83
1254,39,59.9,0,47.7
14683,38.7,82.69,12.69,75.1
7101,39,86.32,14.23,102.2
14518,37,49,0,25
9076,38.7,48,0,31.5
1231,39,-55,0,-121.1
2007,38.055,-95,9,90.3
4583,37.7,0,0,-61
1163,39,90,0,101.07
5543,28,-135,135,-116
33472,38.7,89.95,19.66,83.1
5499,26.89,90,0,92
7723,37.5,90,0,64.2
2374,37.7,0,0,-50
2170,30,90,0,45
6221,37,85,12.69,84.1
1504,35,60,-60,80
4014,38,85,90,44
9329,35,90,0,80
2528,38.7,90,0,95
5668,37.2,45,0,19
2518,38.23,90,0,99.77
7835,38.7,30,0,30
4644,38.7,82.69,12.69,78
6559,38.518,90,0,97.15
729,38,82.69,12.69,71
3854,37,85,0,70
1984,38.46,90,0,102.2
4404,37.55,0,0,0
9778,38.7,100,12.69,84.1
1003,37.8,-40,0,-138.7
1635,37.5,0,0,-61
2942,15,-90,0,0
2681,38,70,0,70
7228,38.05,-90,0,97.35
847,17,30,0,45
1150,38.06,-90,0,97.5
2108,38.5,66.2,0,56.56
7711,14.17,90,0,180
89,39,180,0,90
3217,38.1,65,0,57.5
151,8,150,0,90
1938,38.7,70,0,14.1
999,37.9,82.69,12.69,72.89
5974,38.7,90,0,102.5
992,38.5,90,0,101.321
1546,39,25,0,-1.2
2504,38.7,60.21,12.69,52.32
6606,37.8,-90,-50,-150
22930,38.99,82.69,12.69,84.1
2348,38.0493,90,0,0
2473,38.0556,-90,0,101.9558753
743,38,82.6,12.69,84.1
384,38.7,-100,93,58
3261,38,45,0,22
9683,35,82.69,12.69,84.1
15416,38.3,70,0,60.12
2195,30,85,0,0
2316,37,20,0,90
2148,37.7,0,0,58.75
7611,38.65,84,12.69,76
7935,37.98,45,0,19
5144,23,90,0,96.71
2050,38,5,0,-40
12032,37.9,45,0,16.5
2647,12,10,-90,0
7817,38.8,82.69,12.69,84.1
9938,37.9,36.5,0,0
2013,38.5,70,0,100
10204,38.7,82.69,14.5,84.1
3277,39,-150,180,178
1323,30,72.69,12.69,76.1
2344,39,-180,-180,-30
1916,37.5,5,0,-38
2299,33,85,0,150
1156,37.74,30.4,0,-9
5899,37.7,40,12.69,25
3851,39,50,18,50
3856,38,-90,0,101.9558753
2418,39,-150,-180,-165
12189,38.7,82.69,12.69,83.8
2426,25,82.69,0,90
1593,10,90,12.69,84.1
5141,38,90,0,95
3393,25,45,0,20
1333,38.7,150,-160,180
829,20,82.69,12.69,0
2594,39,135,0,0
4868,38.2,80,0,81.4
2475,37.7,82.69,12.69,84.1
1136,39,85,0,90
7143,38,-70,12.69,130
1573,36,82.69,12.69,84.1
225,10,75,30,90
6452,38.7,135,180,-60
4662,37.7,0,0,-57.5
7041,37.79,30,0,-8.29
9525,33,80,0,80
8776,38,70,0,85
3047,39,35,0,-40
6601,38.7,90,0,101.4
1916,37,60,0,52
2844,33,82.69,12.69,60
2916,38.7,82.69,12.69,84.1
3402,38.7,90,0,102.1
235,20,0,0,0
1752,37.7,0,0,-72
1125,38.7,82.69,12.69,80.4
1394,38.3,-90,0,150
4015,36,-70,0,110
12508,34,80,0,75
1037,37,12.69,12.69,84.1
4704,38.7,82.69,12.69,75.1
4644,38,85,0,110
1659,37.85,-30,0,-103.3
5859,38,70,0,59.6
13406,38,81.7,12.69,68.4
640,38.7,82.69,12.69,75.2
5602,37.9,45.8,0,18.5
886,38.7,82.69,12.69,140.2
13819,38.7,82.69,12.69,75.5
9445,38,80,5,81
800,37.5,90,0,96.8
34,38.5,-150,30,75
3746,38.7,100,12.69,-100
5428,39,70,10,84
3132,39,82.69,12.69,70
6134,38.7,-82.69,46,29
365,38.7,70,0,63
13926,37.2,78.69,12.69,78.1
2441,38.23,90,0,99.88
23826,37.95,82,20,70.5
1039,38.7,82.69,12.69,84.1
1442,37.85,110,90,53
8607,38.7,82.69,12.69,95
4036,39,82.69,85,0
1455,38.05,85,90,36.2
12442,37.9,45,0,19
6777,36.74,93.5,0,108.45
2046,38.7,82.69,12.69,75.55
3739,37.65,0,0,-59.5
5099,38,5,0,-5
2369,20,70,0,180
1440,38,45,0,19
2972,37,0,0,-24
992,39,10,0,120
1556,37.7,0,0,-65.6
3192,38.7,82.69,12.69,75.1
974,38.7,82.69,12.69,76.4
886,38.7,0,12.69,-80
5194,37.8,-31.5,0,-110
5077,38,90,90,42.84
10202,38.7,60,-10,53
2659,38.7,90,0,88
4431,38.7,82.69,11.5,84.1
4161,38.5,143,74,132.5
760,39,0,12.69,-100
2579,38.18,70,0,62
14558,38.7,82.69,12.69,85
2192,38,90,0,94.26
1361,38.7,82.69,12.69,73.9
1206,39,0,0,10
1072,38.5,90,0,101.295
2303,37.75,0,0,-51.5
5024,38.25,82.69,12.69,74.5
1198,38.7,82.69,12.69,74
896,38.05,88.5,0,100.7
1144,37,82.69,12.69,80
3136,37,84,0,70
846,37.85,-30,0,-103.65
3389,39,-150,179.98,179.6
3156,39,135,90,120
3000,37.5,-90,0,97
1619,38,-113.5,0,53.8
8351,38,-90,0,97.162
2309,11,90,0,90
6492,38,85,12.69,73.9
611,37.75,0,0,-54
3120,39,70,0,130
12050,38.7,80,12.69,78
7733,38,30,0,5
7758,38,60,0,43.8
843,29,90,0,97
2651,39,83,0,60
13496,38.05,-90,0,97.32
2508,39,60,0,60
1710,36,-50,0,110
22979,34,90,0,150
4332,38.4,90,12.69,78
1121,38,90,0,90
3789,37.8,50,12.69,15.39
1512,39,0,0,-30
2054,38.2,82.69,0,80.5
287,26.9,90,0,20
1578,30,75,150,180
859,38.7,-20,0,-75
4968,38,30,0,14
4954,38.3,80,0,81.4
4775,36,90,0,90
7565,38,-120,0,56
1394,38.3,80,0,92
1240,38,72.69,12.69,54.4
1144,38.1,82.69,12.69,72.81
2086,38.7,82.69,12.69,72.8
6571,38.7,83,12.69,84.1
3345,38.7,82.69,12.69,60
2175,38.0558,-90,0,92
1039,38.5,102,0,127.2
1238,38.2,90,0,100.3
7080,38.7,82.69,12.69,75.3
7709,38.3,88,12.3,86
3388,38.1,-119.9,0,56.72
403,37.78,0,0,-50.38
5228,38.7,82.69,0,62
5435,38.3,90,0,107
4513,37.55,0,0,-63
1719,38.7,82.69,12.69,74.5
31104,39,0,0,-24
3661,38,90,0,78
23764,38.7,90,20,82.5
8653,38.7,160,65,-177
2616,39,100,25,99
1034,39,100,0,22
1397,32,77,12.69,87
11290,37.8,45,0,20
3901,32,82.69,12.69,84.1
3286,37,90,0,102
840,37.6,0,0,-63
1279,37.8,150,0,-114.9
2533,38.05,82.69,12.69,71.46
904,35,0,90,75
5691,38,70,0,59.3
4155,37.8,0,0,-49.36
6479,38.3,90,20,87
1712,39,0,0,65
703,37.9,150,0,-114.31
9722,37.8,45,0,14
1328,37.5,0,0,-59.5
1252,38.7,82.69,12.69,75.3
1742,37.58,72.52,47.89,177.82
630,37.84,150,0,-115.78
6887,37.9,-30,0,-98
592,38,60,0,40.8
5605,38.3,90,0,102.2
346,38.5,65.3,0,54.7
231,30.4,90,0,97.162
3960,37.69,0,0,-56.15
753,39,81,0,75
5996,38.7,-82.69,12.69,130
1158,38.5,-40,0,-101.9
1944,38,85,90,36.5
749,38,80,10,65.7
768,37.8,30,0,-7
548,39,102,0,127.2
1014,38.7,82.69,12.69,85
7852,16.5,75,12.69,84.1
2125,37.7,0,0,57.5
4057,39,15,0,-40
1164,39,-60,0,-131.7
2469,38.7,82.69,12.69,80
440,38.175,90,0,97.143
3854,37.9,-90,0,97
1762,38.7,82.69,12.69,84.1
5855,38,90,12.69,87
1976,38.518,90,0,101.8
1134,37.74,30,0,-11
1164,26,87,0,25
2819,37.7,102.69,12.69,80
1479,35,82.69,12.69,72
3935,34,82.69,12.69,84.1
5865,38.7,75,12.69,84.1
4963,38.05,79,12.69,71.5
5209,36,70,0,80
2915,39,40,0,30
214,29,0,12.69,84.1
30982,38.2,60,0,40.8
878,37.8,82.69,7.5,82
2594,38,-180,-180,124
1264,38.03,90,0,94.3
5770,38,85,12.69,78
12963,37.88,0,0,-49.7
2456,37.8,82.69,12.69,84.1
2356,38.7,82.69,12.69,77.3
1409,37.7,45,45,-4.4
720,38.055,-95,0,90
2880,38.5,-58.5,0,-132
1033,37.8,0,0,-48.8
5189,38.7,82.69,12.69,78
1066,30,60,60,60
1618,38,90,0,98
1147,37.8,0,0,-43
755,38.2,90,0,99.25
1059,37.8,-15,0,-73.8
14653,37.9,0,0,-50
3683,39,180,90,55.5
503,30,-90,-90,-90
3356,37,49,0,24.1
5347,28.75,18,-36,72
1996,22,60,0,30
3312,38.7,60,0,50
11880,37.6,80,50,65
4129,38.5,85,90,44.7
3275,39,70,0,110
5551,39,65,0,50
739,37.78,0,0,-50.3073
766,37.9,150,0,-114.35
770,37.75,30,0,-14
1285,30,45,0,70
10246,38.7,82.69,12.69,84.1
1786,38.7,73.6,12.69,84.1
8902,37.77,45,0,17.5
1275,38.2,90,0,101.32
2189,30,45,0,45
890,38.7,82.69,12.69,75.3
2173,38.7,90,-0.2,100
5121,37,45,0,18
13416,38.93,70.63,0,62.91
460,38.7,82.76,12.69,75.4
4182,38.7,82.69,12.69,73
7709,38.7,60,12.69,58
7839,36,90,0,110
6393,38.1,-120,0,57.6
2712,39,70,0,-40
288,26.89,90,0,93.2
648,37.8,50,12.69,15.83
384,36,0,0,-15
6022,38.03,90,0,98.8
891,37.9,12.69,12.69,84.1
765,37.5,-153,0,0
1623,37,90,12.69,91
2502,39,90,90,55
2050,38.7,82.69,12.69,84.1
765,39,80,0,80.975
14373,38.7,82.69,12.69,78
3963,38.05,-3,90,180
2523,37.73,82.68,12.68,84.09
1717,38.7,82.69,0,104.5
4038,38.5,85,90,44
11561,38.7,82.69,12.69,75.43
1108,38.1,90,0,104
848,28,60,0,19
611,38.7,84.85,13.69,78.2
76,5,82.69,12.69,84.1
2867,38.7,-90,0,84.1
18454,39,86,12.69,84.4
1014,38.03,90,0,91.9
2874,39,25,0,5
2107,38.7,-85,0,84.1
642,26.89,90,0,20
2110,11.2,90,0,84.1
870,37.5,-156.52,0,-20
514,39,102,0,127.1
5704,38.7,82.66,0,86.71
31237,37.8,47,0,19
1562,38.5,57.69,12.69,39
1211,37.74,32,0,-9
1409,37.75,150,0,-116.2
21222,38.05,90,0,90
1142,38,5,0,-10
20064,38,70,0,59.85
3804,38,90,15,64
6363,20,100,12.69,84.1
6491,29,90,0,165
3911,37.8,0,0,-56.4
1088,35,68,90,138
890,37.9,-30,0,-100.7
1538,37.7,0,0,-65.8
8749,36,83,12.69,84.1
1387,37.8,0,0,-54.3
2653,37.71,82.65,12.65,84.06
9438,37.95,45.5,0,19.8
691,39,90,0,101.23
5670,38.7,85,12.69,84.1
2241,35,74,0,131
4823,38.5,90,0,102.211
2770,38.5,60,0,48
26441,38.3,80.69,12.69,84.1
2176,37.8,82.69,12.69,84.1
3707,37.5,5,0,-33
952,38.06,-120,0,56.7
12625,39,83.3,12.5,84
6110,38.1,88,7.7,86
1177,38.7,82.69,12.69,73
1441,37.5,90,0,102.9
4566,38,90,90,42.835
4536,38.7,15,0,-13.6
10270,38,90,0,105
1105,30,60,70,120
12696,38.2,85.2,13,72.6
4098,38.7,90,0,101.1
8771,38,45,0,25.5
5779,37.7,30,0,-7.5
1113,36,80,0,90
10475,38.75,82.69,12.69,84.1
4022,39,82.69,12.69,108
3411,37.7,30,0,-11.5
1331,38.5,-80,0,165
2800,38.7,82.69,12.69,30
8923,38.7,-118,-90,84.1
886,37.9,85,90,34.2
3769,39,59.9,0,46.8
906,38.5,80,0,60
2891,37.8,0,0,-49.5
2028,39,75,0,60
1272,38.03,90,0,94.2
867,37.78,50,12.69,17
4316,37.9,110,90,100
1065,38.9,15,-75,31.5
9655,38.7,82.69,12.69,15.83
6932,38.7,89.89,19.89,82.31
1914,38.3,70,0,62
978,37.5,30,0,-1
1359,38.7,0,0,75.25
1842,38.5,85,15,85
1393,38.2,100,12.69,75
7030,38,45,0,31.5
1788,37.8,90,90,35.8
3435,39,-60,0,30
2565,38.7,82.69,12.69,78
978,38.65,82.69,12.69,84.1
1104,39,-60,0,-131.6
3988,38.5,90,0,102.187
819,38.7,0,0,-34.8
243,25,135,135,180
3521,38.1,82.69,12.69,72.2
5185,39,85,0,80
619,37.78,0,0,-50.311
1087,38.7,74,0,70.1
1937,38.7,82.69,12.69,75.5
631,30,-10,0,20
1842,37.5,30,0,1
3349,25,90,0,100
1068,36,138,0,102.0577137
848,27,88,0,79
385,37.9,30,0,-4.03
1154,38,82.69,12.69,75
6341,38.22,90,0,99.64
1384,39,30,0,75
883,37.86,-120,0,52
1958,37.85,0,0,-49.7
2748,38.7,82.69,12.69,76
2658,38,70,0,65
1209,38,80,12.69,75
26018,39,89,0,100
1309,38.7,84.85,13.69,78.4
2605,37.6,75,0,80
16150,38.2,82.69,12.69,61.5
3626,20,80,10,80
3558,38,46,0.1,10.2
4189,39,50,0,50
1014,38.67,82.69,12.69,84.1
3388,38.7,0,0,-30
43,39,82.69,-90,84.1
4034,38.1,-90,0,130
852,37.75,0,0,-53
5089,37.7,0,0,-15
5452,38.7,20,0,-35
2193,39,50,0,0
11895,38,82.69,12.69,80
1019,30,82.69,12.69,75.25
1083,38.6,90,0,110
31910,37.97,82.69,12.69,74
1028,38.7,82.69,12.69,50
3830,39,75,0,0
1203,38,45,0,17
3119,38.7,82.69,12.69,74.5
6102,38.7,-90,0,84.1
1583,38.5,72.69,12.69,60
3723,38.7,86.12,12.69,84.1
1118,37.8,0,0,-44
4255,38.4,89.69,12.69,84.1
947,38.1,120,0,56.8
1485,37.95,82.69,12.69,71.5
5553,39,64.5,0,55
2244,39,45,0,27
4492,38.7,90,0,101.5
1440,38.05,65.15,0,56
295,30,0,0,0
843,39,-45,0,-102.3
1777,39,82.69,12.69,80
2805,38.7,0,-90,84.1
3191,38.7,60,-10.03,54.08
2534,39,45,45,11.5
11901,38.1,82.69,12.69,61.5
13476,38,-120,0,56.7
3925,38.6,-150,180,179
997,38,68.5,0,55
3807,37.7,0,0,-54.7
2042,37,45,0,16.3
920,37.77,33,0,-9.1
2897,38.518,90,0,97.5
15339,35,75,0,100
6382,38,0,0,-50
358,30,90,90,40.9
21149,38.3,80,0,81
99,29,0,-90,0
755,37.78,0,0,-50.1
1700,38,82,12,69.3
2411,37.97,45.55,0,19.25
1038,37.7,30,0,-10
3808,38.7,75,12.69,84.1
5237,38.2,90,12.69,87.2
3727,38.175,90,25,122.143
13432,38.7,82.69,12.69,84.1
1071,35,59,0,60
1644,38.58,90,0,97.13
2397,37,82.69,12.69,75
1569,38.7,82.69,12.69,73.4
740,37.6,0,0,-45
1173,39,59.9,0,46.5
1393,38,90,90,35.2
886,38.7,82.69,12.69,77.1
743,38.7,82.69,12.69,74.7
5927,37.5,-90,-50,-147
860,38.7,90,0,93
819,38.2,90,0,97.143
6032,38.1,-80,-50,-144
1718,38.5,85,90,38
1545,38,82.69,12.69,67.6
1009,38.7,82.69,12.69,75.43
2586,37.9,175,80,180
4666,37.9,0,0,-46.6
773,38.7,82.69,12.69,79.6
2448,37.98,45,0,17.47
1142,38.7,82.69,12.69,76
10388,38.05,-90,0,97.34
4991,38.71,60,-10,54
1416,38.5,87.9,12.3,86
159,32,-120,70,84.1
902,37.98,45.5,0,19.11
1289,39,25,0,-1.5
2480,35,62.69,12.69,84.1
3468,38.41,90,0,0
3973,38.5,90,0,108.25
985,38.7,82.69,12.69,84.1
676,38.055,-94.8,0,90
2861,37.9,-80,-50,-145.7
1264,39,59.9,0,47.6
3962,38.7,90,12.69,75
2578,38.7,82.69,12.69,84.1
1967,38.7,60,0,46.7
3660,33,0,0,-90
2838,38.7,82.69,12.69,84.1
4018,37.9,-30,0,-107
6415,38.7,82.69,12.69,84.1
4521,38.7,82.69,12.69,160
2990,38.05,-90,0,101.9558753
3132,39,50,12.69,84.1
2565,35,-90,0,0
3599,38.7,-20,0,-60
12238,38.7,90,0,103
1896,37.8,0,0,-50.6
884,38,90,0,97.143
3681,38.85,82.69,12.69,84.1
9371,38,80,50,65
2721,38.7,120,12.5,90
2506,38,6,90,180
7046,38,82.69,12.69,70
752,31.1,87,0,49
28081,38,82.69,12.69,84.1
3120,39,60,0,46.2
927,37.8,0,0,-49.5
42,15,179,0,0
2299,33,33,48,66
5199,37.9,45.8,0,19
932,38.5,-40,0,-96.8
535,39,65.12,0,55
3547,29,90,0,80
4746,38.7,82.69,12.69,110
10236,38.7,22.69,12.69,84.1
2234,37.7,40,12.69,1
1143,35,82.69,10.3,-17.5
2792,30,0,-90,0
1972,38,82.69,12.69,73.5
2975,38.7,82.69,17,78
1219,37.5,20,0,130
2095,38.05,-90,0,82.93571
4906,38,66.33,0,55
769,38,82.69,12.69,71
315,37.8,30,0,-8
801,38.5,90,0,102.153
8815,38.7,82.69,12.69,84.1
2394,38.7,60,0,43
3480,38.7,82.69,12.69,83.1
970,38.16,70,0,-90
8407,37,0,0,100
3278,39,75,0,90
1948,37.95,-118,0,46.9
1186,36,-40,0,-93.6
1399,37.6,82.69,12.69,64.1
1135,37.74,30,0,-14
1227,37.74,30,0,-12
2433,36.7,-65,0,135
5172,37.74,82.65,12.65,84.06
839,37.75,0,0,-51.7
6027,38.7,82.69,12.69,84.1
13469,38,45,0,25.5
3394,38.4,90,0,101
4987,38.3,90,0,102.5
1235,38.75,82.69,12.69,84.1
760,38.7,82.69,12.69,75
10160,38.7,60,-10,54
3930,38.7,0,0,-10
5136,37.77,30.1,0,-9
1179,37.5,90,10,110
761,37.5,-15,0,-82
4569,38.7,60,0,46.1
4266,38.7,85,12.69,84.1
3193,39,82.69,50,0
1821,37.7,45,12.69,75
1392,38.7,82.69,12.69,84.1
4047,37,80,12.69,84.1
3207,33,75,0,70
13750,38,88.6,12.69,84.1
2454,20,82.69,12.69,84.1
2182,37.74,0,0,-56
2281,39,100,0,123.6
5257,38,110,12.69,150
1992,38.05,80,12.69,71.5
728,38.155,90,0,97.143
3044,38,87,12.69,80.5
544,39,80,0,81.2
2064,35,82.69,12.69,84.1
4865,37.8,30,0,-9
5183,38.7,48,0,29.3
18068,37.5,90,0,103.5
2440,38.2,105,0,80
3367,39,82.69,35,0
10860,37,45,0,15
1070,38.7,82.69,12.69,80.1
2316,37.7,0,0,-54.6
1397,28,-135,135,-120
2379,38,0,0,-41
1650,35,48,0,89
8166,38,82.69,12.69,67
1005,39,-30,0,-60
3585,38,90,0,125
1896,38.7,115,12.69,97
629,38.7,82.69,12.69,75.43
815,37.78,0,0,-50.3077
3149,38.7,82.69,12.69,75.4
2321,37.5,0,0,-59
1028,38,80,10,50
4364,37,180,110,180
4087,38.1,90,0,101.4
3788,37.74,82.67,12.67,84.08
871,26,67,0,25
773,38,82.69,12.69,73.6
954,38.3,82.69,12.69,78
4085,37.9,0,0,55
628,39,-120,70,-170
